index;2025;2030;2035;2040;2045;2050
212;2,69E-04;2,68E-04;2,68E-04;2,68E-04;2,67E-04;2,67E-04
213;2,76E-04;2,75E-04;2,75E-04;2,74E-04;2,74E-04;2,73E-04
214;2,82E-04;2,82E-04;2,81E-04;2,81E-04;2,80E-04;2,80E-04
215;2,90E-04;2,90E-04;2,89E-04;2,89E-04;2,88E-04;2,88E-04
216;2,94E-04;2,94E-04;2,93E-04;2,93E-04;2,92E-04;2,92E-04
217;2,98E-04;2,97E-04;2,97E-04;2,96E-04;2,96E-04;2,95E-04
218;3,01E-04;3,00E-04;3,00E-04;2,99E-04;2,98E-04;2,98E-04
219;3,03E-04;3,03E-04;3,02E-04;3,02E-04;3,01E-04;3,01E-04
220;3,05E-04;3,04E-04;3,04E-04;3,03E-04;3,03E-04;3,02E-04
221;3,07E-04;3,06E-04;3,06E-04;3,05E-04;3,05E-04;3,04E-04
222;3,08E-04;3,07E-04;3,07E-04;3,06E-04;3,06E-04;3,05E-04
223;3,11E-04;3,10E-04;3,10E-04;3,09E-04;3,09E-04;3,08E-04
224;3,13E-04;3,13E-04;3,12E-04;3,11E-04;3,11E-04;3,10E-04
225;3,16E-04;3,16E-04;3,15E-04;3,15E-04;3,14E-04;3,14E-04
226;3,13E-04;3,12E-04;3,12E-04;3,11E-04;3,11E-04;3,10E-04
227;3,04E-04;3,04E-04;3,03E-04;3,03E-04;3,02E-04;3,02E-04
228;2,99E-04;2,98E-04;2,98E-04;2,97E-04;2,97E-04;2,96E-04
229;2,85E-04;2,84E-04;2,84E-04;2,84E-04;2,83E-04;2,83E-04
230;2,83E-04;2,82E-04;2,82E-04;2,82E-04;2,81E-04;2,81E-04
231;2,81E-04;2,80E-04;2,80E-04;2,80E-04;2,79E-04;2,79E-04
232;2,77E-04;2,77E-04;2,76E-04;2,76E-04;2,75E-04;2,75E-04
233;2,78E-04;2,78E-04;2,77E-04;2,77E-04;2,77E-04;2,76E-04
234;2,81E-04;2,81E-04;2,81E-04;2,80E-04;2,80E-04;2,79E-04
235;2,85E-04;2,85E-04;2,84E-04;2,84E-04;2,83E-04;2,83E-04
236;2,90E-04;2,90E-04;2,89E-04;2,89E-04;2,88E-04;2,88E-04
237;2,95E-04;2,94E-04;2,94E-04;2,93E-04;2,93E-04;2,92E-04
238;2,99E-04;2,99E-04;2,98E-04;2,98E-04;2,97E-04;2,97E-04
239;3,04E-04;3,04E-04;3,03E-04;3,03E-04;3,02E-04;3,02E-04
240;3,11E-04;3,11E-04;3,10E-04;3,09E-04;3,09E-04;3,08E-04
241;3,18E-04;3,18E-04;3,17E-04;3,17E-04;3,16E-04;3,16E-04
242;3,26E-04;3,25E-04;3,25E-04;3,24E-04;3,24E-04;3,23E-04
243;3,31E-04;3,30E-04;3,30E-04;3,29E-04;3,29E-04;3,28E-04
244;3,36E-04;3,35E-04;3,35E-04;3,34E-04;3,34E-04;3,33E-04
245;3,42E-04;3,41E-04;3,40E-04;3,40E-04;3,39E-04;3,39E-04
